hotel_id,aspect,trend_direction,trend_slope,flagged_season,deviation_magnitude
H019,cleanliness,stable,0.004102010970845779,Summer,0.08317960153023396
H019,location,stable,0.0008463868330044868,Summer,0.26522257774064834
H019,service,stable,0.0005227882098319083,Winter,0.024243040753420098
H020,amenities,improving,0.026235616430053232,Autumn,0.3878645835651292
H020,location,declining,-0.01746995117330772,Summer,0.9550485499479152
H020,service,declining,-0.010508514800007729,Spring,0.21341907952828382
H020,value,improving,0.05289898590239325,Spring,1.4991196990013123
H021,amenities,declining,-0.013257829215171902,Summer,0.2491306026613175
H021,location,stable,0.003482498800775676,Summer,0.4163795828156285
H021,service,improving,0.010251191292157003,Spring,0.26159474176486947
H021,value,stable,-3.0759812527103303e-17,,0.0
H022,amenities,stable,-0.003428115734979322,Winter,0.08239830086628575
H022,location,stable,-2.3627303738027594e-05,Summer,0.0007067258159318968
H022,service,stable,0.0015921500413522704,Spring,0.09373665886160776
H023,amenities,improving,0.011751401410615208,Autumn,0.0658021711582813
H023,cleanliness,stable,0.009265349488360074,Autumn,0.11102006071143677
H023,location,stable,0.0021200752819164116,Winter,0.3436521127346962
H023,value,stable,0.003784436816902484,Spring,0.1988519015687482
H024,amenities,improving,0.02444180602711413,Summer,0.3578427835747048
H024,location,improving,0.020672794407183934,Autumn,0.24593975943705382
H024,service,declining,-0.017024000404890938,Autumn,0.47062830749958284
H024,value,stable,4.260392559336286e-17,,0.0
H025,amenities,declining,-0.019781585065129167,Spring,0.5577522436304698
H025,cleanliness,stable,7.670799059816061e-19,,0.0
H025,location,stable,-0.0034055573949861692,Summer,0.30594167665198996
H025,service,stable,0.006150921771995721,Summer,0.1275722147689926
H025,value,stable,-0.0020922738473799626,Spring,0.23354062653250168
H026,amenities,stable,-0.001959711159194136,Summer,0.27642345889623376
H026,location,stable,0.0036403881130361053,Autumn,0.20408687411161963
H026,service,improving,0.02063899228323026,Autumn,0.33327844738960266
H026,value,stable,-6.520341881336241e-05,Winter,0.6022050184587007
H027,amenities,stable,0.00814284877557166,Spring,0.23126176656739705
H027,location,stable,8.48157509697272e-18,,0.0
H027,service,stable,-0.000306253785217595,Autumn,0.18259575457541233
H027,value,stable,0.004612971597983914,Autumn,0.04722944162294862
H028,amenities,declining,-0.011550225427014324,Spring,0.3501056440593877
H028,location,stable,-5.8367131860611904e-18,,0.0
H028,service,stable,0.00438911951089018,Spring,0.4191984883171541
H029,amenities,stable,0.008914181257180949,Summer,0.15711292906430652
H029,cleanliness,stable,0.00019524716850095392,Summer,0.23869804160366925
H029,location,stable,-0.0008095949966241548,Summer,0.07516060209156339
H030,amenities,declining,-0.010185566204317792,Autumn,0.27474262554766543
H030,cleanliness,stable,0.0008200266677090226,Autumn,0.11162218703164006
H030,location,declining,-0.0159785123162271,Autumn,0.18832324964606978
H030,service,stable,-0.007736617948195622,Autumn,0.5118109887593953
H030,value,stable,3.5021864721869354e-17,,0.0
H031,amenities,stable,7.3146351934299475e-06,Spring,0.00010942561811444484
H031,location,stable,0.00037306384519818404,Spring,0.00865114331245409
H031,service,stable,4.7008604979160334e-06,Summer,0.0001585766231573249
H031,value,stable,-0.008283664364399227,Spring,0.3465022871063815
H032,amenities,stable,0.008305455765928628,Spring,0.3282077540152393
H032,location,stable,0.001565981561705914,Winter,0.16639175514380122
H032,service,stable,0.003939364948605092,Spring,0.12079996307375573
H032,value,stable,-7.310552760853966e-19,,0.0
H033,amenities,declining,-0.028315122166222496,Summer,1.1154561335841815
H033,location,declining,-0.0388566679466802,Winter,0.1814588510800922
H033,service,stable,-0.007472504811713936,Spring,0.210829605989986
H033,value,stable,-0.00866457546468669,Summer,0.6322666847043568
H034,amenities,stable,-0.002089182793098105,Winter,0.01895047834055552
H034,location,stable,-0.0027681624141451286,Summer,0.15392156021968129
H034,service,stable,-0.0038443280223623534,Summer,0.24038448968331
H034,value,declining,-0.01776650478604101,Spring,0.26569256159868065
H035,amenities,improving,0.02619329701595953,,0.0
H035,location,improving,0.019842216800898316,Winter,0.4326185633738835
H035,service,improving,0.01862899375386146,Winter,0.6877815705206659
H035,value,stable,-6.778138067519557e-05,Winter,0.0007526401568340724
H036,amenities,improving,0.030255453493411924,Summer,0.6231215649827447
H036,location,declining,-0.030266662432990595,Winter,1.382491915314286
H036,service,stable,-1.9345508864248426e-05,Autumn,0.0006022801001867029
H036,value,improving,0.021226735499356622,Spring,0.6645810024605858
H037,amenities,improving,0.01041847102378013,Spring,0.1876814334880667
H037,location,stable,-0.009704068280326725,Autumn,0.3123076788253254
H037,service,declining,-0.011475513328296669,Autumn,0.1229787680601317
H037,value,stable,-1.884767128228722e-17,,0.0
H038,amenities,stable,0.008344156617066296,Spring,0.577644329600864
H038,location,improving,0.014299822964490476,Autumn,0.16460268204374934
H038,service,stable,-0.0016092115653405742,Spring,0.2929028325847217
H038,value,improving,0.02376266827117494,Autumn,0.2547482052944268
H039,amenities,stable,-0.006833995639857555,Autumn,0.34274514516194665
H039,location,stable,-0.00712309317731125,Winter,0.4248270397789684
H039,value,stable,2.7074518801118973e-05,Winter,0.0009683992180310463
H040,amenities,stable,0.00401641064405935,Spring,0.09086984737850437
H040,location,stable,2.055168489173372e-05,Summer,0.0004108871022858729
H040,service,stable,-0.002121593719996266,Winter,0.03416107041074323
H040,value,stable,1.6117017637288854e-17,,0.0
H041,amenities,improving,0.013712628631911356,Summer,0.09017681090112811
H041,location,declining,-0.013003394906790925,Spring,0.21286187632226988
H041,service,stable,-4.543874038406717e-18,,0.0
H041,value,stable,0.0,,0.0
H042,amenities,stable,-0.005473940728611479,Autumn,0.26494360622905544
H042,cleanliness,stable,1.0730522623214701e-17,,0.0
H042,location,stable,-0.007578751313646554,Spring,0.2584933459206863
H042,service,stable,-2.782338518043627e-17,,0.0
H042,value,stable,0.0,,0.0
H043,amenities,improving,0.026918573633815366,Winter,0.24179134003069042
H043,cleanliness,stable,0.008540579156621741,Winter,0.16592595875263227
H043,service,stable,-0.0010573253773764604,Spring,0.20201461626318606
H044,amenities,stable,0.0041475424214361565,Winter,0.1481096730254086
H044,location,stable,-4.8944450816486813e-05,Winter,0.14111624697762815
H044,service,stable,-2.1492407827034777e-05,Summer,0.00034396885721776904
H044,value,stable,2.286577309246052e-18,,0.0
H045,amenities,stable,-0.006694980709737641,Spring,0.1344352407065403
H045,location,stable,-0.0039046795847294874,Summer,0.14997965844193673
H045,service,stable,-0.0046321894860003165,Autumn,0.08548849603012992
H045,value,declining,-0.013088988964615779,Autumn,0.21864170875816624
H046,amenities,stable,-1.7579134430910072e-06,Winter,0.00016373261530899796
H046,location,stable,-7.044860514052452e-18,,0.0
H046,service,stable,0.002487966413922079,Winter,0.08590270394502075
H046,value,stable,0.0029469451644213896,Autumn,0.13844244528226746
H047,amenities,stable,-0.004226230565997276,Winter,0.11001453152570484
H047,cleanliness,stable,0.002851924554730009,Autumn,0.08088103688440929
H047,location,stable,-1.8979736320174244e-17,,0.0
H047,service,stable,-0.007398100659677582,Spring,0.07219095023255917
H048,amenities,stable,-0.009957689081152746,Spring,0.12448880662205353
H048,cleanliness,declining,-0.010280030240096567,Summer,0.3048435043957499
H048,location,stable,0.007816595040245664,Spring,0.11088915318250658
H048,value,stable,2.901063174711994e-16,,0.0
H049,amenities,stable,-0.0024377645592210807,Winter,0.03208637183078844
H049,location,stable,0.009558738940708068,Autumn,0.11284644620429451
H049,service,stable,0.009613718888454201,Summer,0.4214575738266664
H050,amenities,declining,-0.027459865460694927,Spring,0.7775547901789346
H050,location,stable,-0.008095465668695982,Winter,0.4976261128981908
H050,service,stable,0.0015772890208923293,Winter,0.19215322678524344
H051,amenities,stable,0.003362621188942331,Autumn,0.2258851776032737
H051,cleanliness,stable,9.259937333393665e-18,,0.0
H051,location,stable,6.203192373316336e-18,,0.0
H051,service,stable,0.0016995978532693343,Summer,0.045128468243176845
H051,value,stable,-1.933064203679501e-06,Autumn,4.181975955930284e-05
H052,amenities,declining,-0.031533727103678404,Summer,0.23502392874823674
H052,location,declining,-0.014417079154570044,Winter,0.48788942763650844
H052,service,declining,-0.014634308333932937,Summer,0.37393741137451597
H052,value,stable,-0.00798096408715371,Spring,0.41292885877467966
H053,amenities,stable,0.0059162132273475375,Summer,0.45404930883719585
H053,location,stable,0.0018157030605855274,Spring,0.3495266905630535
H053,service,stable,-0.003181545726121554,Summer,0.17632742779595523
H053,value,stable,-3.033917712129019e-05,Spring,0.004071411294649052
H054,amenities,improving,0.010300474783633736,Spring,0.09836107522793769
H054,service,stable,0.007231748521979404,Summer,0.20724901092257786
H054,value,stable,0.0007466935406611536,Summer,0.5299835548238463
H055,amenities,stable,4.231962434626645e-06,Spring,4.4525773436943084e-05
H055,location,stable,-2.7086947265653227e-17,,0.0
H055,service,stable,0.006259615230118958,Summer,0.20081681297333143
H056,amenities,stable,0.0014638553525915603,Summer,0.2888468601153083
H056,cleanliness,stable,-1.354691458369538e-17,,0.0
H056,location,improving,0.013489194189776036,Spring,0.273071310010852
H056,service,stable,2.135019122595929e-05,Summer,0.0004510408750286743
H056,value,stable,-2.3508420220860558e-17,,0.0
H057,amenities,stable,0.008380820903793893,Summer,0.24972746066138274
H057,location,stable,0.008275709959845922,Winter,0.17568709788410924
H057,service,improving,0.015739641357266753,Winter,0.3168092261534741
H057,value,stable,1.2129895835733834e-17,,0.0
H058,amenities,stable,-6.278130162810299e-08,Winter,0.00031517214245257996
H058,cleanliness,stable,5.232032581051511e-06,Winter,0.0005210538705190393
H058,location,declining,-0.027721084247829403,Autumn,0.7997222304160213
H058,value,stable,4.112381276259658e-17,,0.0
H059,amenities,stable,-0.0015289221163651086,Spring,0.2599874218596668
H059,location,declining,-0.011980601951336038,Summer,0.19557145922272295
H059,service,declining,-0.024137084124006735,Winter,0.09033307884578357
H059,value,stable,3.426984396883048e-17,,0.0
H060,amenities,stable,-0.005797981472605452,Winter,0.11474934199342013
H060,service,stable,-0.005637904001019987,Autumn,0.18132080426387387
H060,value,stable,-2.203358263642795e-06,Summer,6.423442452041517e-05
H061,amenities,stable,0.0012582077433061292,Summer,0.4681286035233705
H061,cleanliness,stable,-0.0013339100165871652,Spring,0.13168775446620984
H061,location,improving,0.03194190217534126,Winter,0.5529838189482689
H061,service,stable,-0.006193889704453945,Autumn,0.09589264426623478
H061,value,stable,1.5507955381720165e-17,,0.0
H062,amenities,stable,-0.00788375336418238,Summer,0.10625121077929806
H062,location,stable,0.000629533449298181,Autumn,0.44319847816670377
H062,service,stable,0.0010635248127634767,Winter,0.053648251350279175
H062,value,stable,0.00684982393825233,Spring,0.12181218390461296
H063,amenities,declining,-0.010390530925992864,Autumn,0.427759990718945
H063,location,stable,-0.008264668938325177,Winter,0.6077021244499419
H063,value,stable,0.0004447237692129884,Winter,0.09993243614832559
H064,amenities,stable,-0.008776035467255737,Autumn,0.2885151524674213
H064,location,declining,-0.012645511560750226,Winter,0.15441520188325714
H064,service,improving,0.015065559195663446,Autumn,0.61212943378422
H064,value,improving,0.01155968291915943,Summer,0.2701892170089262
H065,amenities,stable,-0.0033456864158925717,Winter,0.08325604680511678
H065,location,stable,0.008534070900533723,Spring,0.48351169006692035
H065,service,declining,-0.01044665185214825,Autumn,0.1257348969026848
H065,value,stable,0.0,,0.0
H066,amenities,stable,-0.0042319320580502025,Winter,0.17547357559755528
H066,cleanliness,stable,-1.307115787701439e-17,,0.0
H066,location,declining,-0.01082809655841914,Autumn,0.05476595238378837
H066,value,stable,4.2192742776786365e-05,Winter,0.28146271729769856
H067,amenities,stable,0.002374741786292627,Winter,0.5180137255125575
H067,location,declining,-0.02235108775221382,Winter,0.8177563352165398
H067,service,declining,-0.0109636341233936,Autumn,0.5754369808567894
H067,value,stable,1.5013807623857334e-18,,0.0
H068,amenities,stable,0.0008690703042162791,,0.0
H068,service,stable,2.808344054616483e-05,Winter,0.0011219978332519531
H068,value,stable,0.006071624298706677,Spring,0.3694622048625239
H069,amenities,stable,-2.3227205277546126e-06,Autumn,3.2066681292297616e-05
H069,location,stable,-0.001128622770552008,Autumn,0.07323123853240471
H069,service,stable,0.0022528644552975716,Spring,0.08501894311728109
H069,value,stable,4.971695626241372e-17,,0.0
H070,amenities,stable,-0.007832632385864225,Spring,0.11128991308193845
H070,location,stable,-0.0026378788683424927,Summer,0.051726844469495714
H070,service,stable,-0.0016984969729761515,Spring,0.038897558040457136
H070,value,stable,-0.0029282651625098842,Summer,0.019247253929023156
H071,amenities,stable,0.003504129613509393,Spring,0.1039716210509658
H071,cleanliness,stable,0.005880175712576978,Spring,0.1336857000014351
H071,location,improving,0.013720113293803838,Autumn,0.31790608795844905
H071,service,stable,-0.0006008540679608553,Spring,0.01858779268710109
H071,value,stable,0.0049607522042955385,Spring,0.23187256820460478
H072,amenities,declining,-0.012810030512252555,Autumn,0.3860187219248877
H072,location,declining,-0.015314239502134777,Summer,0.2744195307294527
H072,service,stable,0.002032837810953462,Spring,0.1413358988309348
H072,value,stable,-2.5225085299432124e-18,,0.0
H073,amenities,stable,-0.0012496069898258087,Autumn,0.09303144825188536
H073,location,stable,-0.008190457161307035,Winter,0.24702329885076596
H073,service,improving,0.01068374667717913,Winter,0.11193215433488446
H073,value,stable,-0.0024484878341896163,Summer,0.14431709100802737
H074,amenities,stable,0.003997036306075723,Winter,0.27883555836699625
H074,cleanliness,stable,4.7638626692537915e-18,,0.0
H074,location,declining,-0.01569099671829391,Autumn,0.6038018200132582
H074,service,improving,0.018614209296046062,Autumn,0.510508027838336
H074,value,stable,0.0030137733784200878,Spring,0.553442883822653
H075,amenities,stable,-0.0012573032937058884,Winter,0.07440008713421875
H075,cleanliness,stable,0.004911454797456016,Winter,0.13098318867740177
H075,location,stable,-0.0010966249064711094,Spring,0.15515061484442816
H075,service,stable,-0.0009643730321454128,Winter,0.05596448444307944
H076,amenities,stable,9.538034432436861e-06,Summer,0.00032645355929772357
H076,cleanliness,stable,4.571417103641692e-05,Summer,0.0005033910274505615
H076,location,stable,4.7721606271539386e-18,,0.0
H076,service,stable,-0.004402989356698722,Summer,0.6338595785697301
H077,amenities,improving,0.01019169516255363,Spring,0.09547996396035463
H077,location,stable,7.665611063779662e-06,Winter,0.0003641002340081245
H077,service,stable,-0.0043034888142589,Spring,0.11648375273768637
H077,value,stable,1.2954500210326668e-17,,0.0
H078,amenities,stable,-1.841907496935105e-17,Winter,2.220446049250313e-16
H078,location,stable,2.7444001085071377e-17,,0.0
H078,service,stable,-0.007983078171338127,Winter,0.3235146292155803
H078,value,declining,-0.03014998848678594,Winter,0.3275536136494742
H079,amenities,improving,0.013953823246675419,Autumn,0.27791550192173836
H079,cleanliness,stable,-2.0307305520709176e-05,Spring,0.00047336419423427145
H079,location,stable,-4.709551117386345e-05,Winter,0.0008546451727550197
H079,service,stable,-2.134499460662473e-17,,0.0
H079,value,stable,-3.546542282244922e-07,Winter,0.00011248312614586808
H080,amenities,stable,-6.919067926816459e-05,Spring,0.4799700093726632
H080,location,stable,2.4268503620998232e-05,Winter,0.006481764770689402
H080,service,improving,0.014365364098798043,Summer,0.33324458442194754
H080,value,stable,0.004356003658289738,Winter,0.33662308179684064
H081,amenities,improving,0.015687378314327448,Summer,0.26531371479182203
H081,cleanliness,stable,-0.0012971076859869483,Winter,0.09157067732205448
H081,location,stable,0.002866756224321724,Spring,0.5154179399212202
H081,service,stable,6.4459695916473405e-18,,0.0
H082,amenities,stable,0.006198513874457537,Autumn,0.2735537359214744
H082,cleanliness,stable,-0.003012411579611105,Autumn,0.2220966425206926
H082,location,stable,-0.006876570989923379,Summer,0.15344099095718022
H082,service,stable,-2.4256335477213296e-17,,0.0
H082,value,stable,1.4687075986641635e-17,,0.0
H083,amenities,declining,-0.012057391535050742,Spring,0.18410156594644722
H083,location,stable,-8.253493327293108e-06,Summer,0.0003934913069244539
H083,service,stable,0.0001618449154062644,Autumn,0.06356539093694014
H083,value,stable,0.0,,0.0
H084,amenities,stable,-0.005495324188373389,Winter,0.29533316592375436
H084,cleanliness,stable,4.9230371298933746e-05,Summer,0.0001942912737528113
H084,location,improving,0.01953226435995705,Summer,0.23423262088387087
H084,service,declining,-0.020771793810874434,Winter,0.19952989904968843
H085,amenities,stable,0.00022127333155237225,Spring,0.09301202193664693
H085,location,stable,-0.003882291830690788,Summer,0.10694227898107794
H085,service,stable,1.009788813081592e-05,Summer,0.00023511618287930247
H085,value,stable,-2.0840086081254044e-18,,0.0
H086,amenities,improving,0.025170472391719934,Winter,0.5771138023447107
H086,cleanliness,stable,-5.580392139175289e-05,Winter,0.0009537935256956898
H086,location,improving,0.026817226121792243,Autumn,0.33423123343123334
H086,service,stable,0.00477243641226502,Winter,0.19639573202089022
H086,value,stable,0.0,,0.0
H087,amenities,stable,0.0006766202494074888,Spring,0.04691428664913977
H087,location,stable,-0.007362990164127937,Spring,0.09036206420530712
H087,service,stable,0.006804959868562468,Winter,0.5867418884008964
H088,amenities,stable,0.006894059135082037,Autumn,0.1329923981705362
H088,cleanliness,stable,-0.0014400787574504576,Spring,0.3186990708257261
H088,location,declining,-0.012637989716431498,Winter,0.2861208837104853
H088,value,improving,0.010624901143872571,Summer,0.24071555570812012
H089,amenities,stable,0.000886558865098068,Winter,0.029318144447174732
H089,cleanliness,stable,0.00020013493836413914,Autumn,0.027395680501605457
H089,location,declining,-0.01468613351075627,Autumn,0.27677149399288137
H089,service,stable,2.965240729756032e-17,,0.0
H089,value,stable,-8.139832891082727e-07,Autumn,2.4690688262163363e-05
H090,amenities,improving,0.012054406247969305,Winter,0.2136598253307257
H090,cleanliness,stable,0.008445349168322484,Winter,0.2828374198701963
H090,service,stable,0.004170886518143102,Autumn,0.12740438516935748
H090,value,stable,-2.002076892873608e-17,,0.0
H091,amenities,stable,0.007246427515195638,Spring,0.2092248553179559
H091,cleanliness,stable,0.0038948592055022047,Winter,0.3887940890259213
H091,location,stable,0.0015475368296688937,,0.0
H091,service,stable,-0.002758208438768089,Winter,0.3651492279436854
H091,value,stable,0.004253210645331061,Spring,0.42565576276845407
H092,amenities,stable,-0.003441520541286662,Winter,0.22538112686792583
H092,cleanliness,declining,-0.012245629624740595,Autumn,0.6661362608273825
H092,location,stable,-0.00017019729641463884,Spring,0.001506417989730835
H092,service,stable,0.0015834600228944917,Summer,0.4882936319819203
H092,value,stable,-1.185801823169787e-17,,0.0
H093,amenities,stable,0.007532141660230388,Autumn,0.07140841011858046
H093,location,declining,-0.010944879647354348,Spring,0.18306046060019454
H093,service,stable,0.006938012353021598,Winter,0.17862871660460336
H093,value,stable,1.4687075986641635e-17,,0.0
H094,amenities,stable,-0.0006116681250145339,Summer,0.2534530255403469
H094,location,stable,-0.008528995971194985,Winter,0.39876415732676385
H094,service,stable,5.640221273547077e-18,,0.0
H094,value,declining,-0.03238576616056046,Summer,0.6789287765912804
H095,amenities,stable,0.003767172805664456,Spring,0.035862255016637756
H095,location,stable,8.92207716415307e-06,Summer,0.00022153989032469568
H095,service,declining,-0.014111935446458033,Winter,0.21387538985489368
H095,value,stable,0.0018297520530347526,Winter,0.11554938052145258
H096,amenities,stable,-0.008572915503030182,Autumn,0.3638046312834942
H096,location,stable,-0.002769354659578414,Spring,0.09454016312956817
H096,service,stable,0.0013026227253900118,Autumn,0.31573253465741413
H096,value,stable,-0.00011568588145820882,Summer,0.0024043031202422016
H097,amenities,stable,0.009199676623135351,Spring,0.05575436759366628
H097,cleanliness,stable,0.00920574364491309,Spring,0.24097487981672627
H097,location,declining,-0.015669643953649923,Summer,0.2512720699742357
H097,service,stable,0.0025408803862722014,Spring,0.20203394519940696
H098,amenities,improving,0.015844322484172474,Autumn,0.1413951732302029
H098,cleanliness,stable,1.811411851064981e-18,,0.0
H098,location,stable,-4.625959899261397e-19,,0.0
H099,amenities,improving,0.01930111137184331,Summer,0.23836752225955332
H099,location,stable,-1.691506561596573e-17,,0.0
H099,service,stable,0.0014486113540736825,Summer,0.00805731959916911
H100,amenities,stable,-0.00031969977730787383,Summer,0.33824141164771226
H100,cleanliness,stable,0.005704590865916184,Spring,0.5325472736358643
H100,location,declining,-0.01047101955832351,Summer,0.32779563759212144
H100,service,stable,0.0014232303379533083,Spring,0.4261172210124224
H100,value,stable,3.060767143480762e-17,,0.0
H101,amenities,stable,0.005090734894816349,Spring,0.0775163419277895
H101,service,stable,4.021147107250258e-05,Spring,0.2854541283816992
H101,value,improving,0.013470761089454894,Summer,0.1794809417119102
H102,amenities,stable,0.0071229047122417285,Summer,0.37446560887274927
H102,cleanliness,stable,-0.008230565564441175,Autumn,0.8879820909765032
H102,location,declining,-0.015757412900226666,Autumn,0.29364335189263036
H102,service,declining,-0.010253605714420968,Autumn,0.8499373061789406
H102,value,stable,-0.006405367315141867,Spring,0.3608980344401465
H103,amenities,improving,0.015009883985377136,Winter,0.20883079349626743
H103,location,stable,-0.009658118977969673,Winter,0.26706254677009333
H103,service,stable,0.00868403894916969,Spring,0.18402913784512975
H103,value,stable,-2.5631975595972383e-17,,0.0
H104,amenities,stable,1.6231470812052767e-17,,0.0
H104,cleanliness,stable,1.6231470812052767e-17,,0.0
H104,location,declining,-0.010128236002467043,Autumn,0.4758269195203428
H104,service,stable,-0.005447351817780172,Summer,0.46892968438289784
H104,value,declining,-0.049492741526303036,Autumn,0.39326243860854043
H105,amenities,declining,-0.01745761033148892,Winter,0.3446805685577474
H105,location,stable,-5.7305309204521485e-05,Winter,0.000945939380046612
H105,service,stable,-0.001769445475097484,Summer,0.05765896791024516
H106,amenities,stable,-0.0032060476855536447,Spring,0.05657241823879511
H106,cleanliness,stable,-0.007458627900632939,Summer,0.12061663098909248
H106,location,stable,6.3205106305270214e-18,,0.0
H106,service,stable,-0.0020950341807626205,Winter,0.10812000715782821
H106,value,stable,-2.3625309364153265e-07,Spring,2.5243050627232755e-05
H107,amenities,declining,-0.01640301167520505,Summer,0.42384189637722786
H107,cleanliness,stable,2.4744409454429293e-17,,0.0
H107,location,improving,0.02441003149522099,Summer,0.18902753988901771
H107,service,improving,0.012505991681399323,Summer,0.3108045630984837
H107,value,declining,-0.012422326743972959,Spring,0.5554424739546246
H108,amenities,stable,-0.00024314305098446513,Autumn,0.12508456523445832
H108,cleanliness,stable,-0.0019119946861188022,Winter,0.03775178213497421
H108,location,improving,0.011399446203043664,Autumn,0.21739856223633247
H108,service,declining,-0.013410715530637348,Winter,0.052963559136098404
H108,value,stable,1.8185330914730947e-18,,0.0
H109,amenities,stable,-0.004436468165929606,Winter,0.4464383331161959
H109,cleanliness,declining,-0.010347396612429042,Autumn,0.1668565887212753
H109,location,stable,-9.188814332245618e-06,Autumn,0.0002520107560689544
H109,service,stable,-0.0004007577822836364,Spring,0.019014272869579463
H109,value,stable,-8.848743562189963e-05,Winter,0.0057234075334337
H110,amenities,declining,-0.01784921934617153,Autumn,0.4964670259422726
H110,cleanliness,stable,3.288943192056611e-05,Spring,0.0006623566150664173
H110,location,stable,-0.0007875893507398855,Spring,0.6659588714440661
H110,service,stable,0.00026446293131714854,Spring,0.015254503102214323
H110,value,stable,9.583004408759476e-05,Autumn,0.006761258509423995
H111,amenities,stable,-4.6620962625835554e-05,Winter,0.07066627911158985
H111,location,stable,-0.001879727071151718,Summer,0.18936966418746926
H111,service,stable,0.0007071049077162812,Winter,0.0605004227117234
H111,value,stable,-4.17430947885115e-17,,0.0
H112,amenities,declining,-0.014300969951835395,Summer,0.489460102928283
H112,cleanliness,stable,0.008983606578649108,Spring,0.18289550493160878
